"סִינוֹפְּסִיס"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A1%D6%B4%D7%99%D7%A0%D7%95%D6%B9%D7%A4%D6%BC%D6%B0%D7%A1%D6%B4%D7%99%D7%A1-n>		<http://wordnet-rdf.princeton.edu/wn30/06468951-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%A4%A7%E6%A6%82-n>		"大概"@qcn	
"אָמַר"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%90%D6%B8%D7%9E%D6%B7%D7%A8-v>		<http://wordnet-rdf.princeton.edu/wn30/01009240-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%99%B3-v>		"陳"@qcn	
"אָמַר"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%90%D6%B8%D7%9E%D6%B7%D7%A8-v>		<http://wordnet-rdf.princeton.edu/wn30/01009240-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%89%93-v>		"打"@qcn	
"אָמַר"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%90%D6%B8%D7%9E%D6%B7%D7%A8-v>		<http://wordnet-rdf.princeton.edu/wn30/01009240-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%A1%A8%E9%81%94-v>		"表達"@qcn	
"!רַבְגּוֹנִי"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%A8%D6%B7%D7%91%D6%B0%D7%92%D6%BC%D7%95%D6%B9%D7%A0%D6%B4%D7%99-a>		<http://wordnet-rdf.princeton.edu/wn30/00526541-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%9D%A2%E9%9D%A2%E4%BF%B1%E5%88%B0-a>		"面面俱到"@qcn	
"!רַבְגּוֹנִי"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%A8%D6%B7%D7%91%D6%B0%D7%92%D6%BC%D7%95%D6%B9%D7%A0%D6%B4%D7%99-a>		<http://wordnet-rdf.princeton.edu/wn30/00526541-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%80%9A-a>		"通"@qcn	
"דַּרְדַּק"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%93%D6%BC%D6%B7%D7%A8%D6%B0%D7%93%D6%BC%D6%B7%D7%A7-n>		<http://wordnet-rdf.princeton.edu/wn30/10285313-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%BC%9F%E5%BC%9F-n>		"弟弟"@qcn	
"בְּמִתְכַּוֵּן"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%91%D6%BC%D6%B0%D7%9E%D6%B4%D7%AA%D6%B0%D7%9B%D6%BC%D6%B7%D7%95%D6%BC%D6%B5%D7%9F-r>		<http://wordnet-rdf.princeton.edu/wn30/00062330-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%95%85-r>		"故"@qcn	
"בְּמִתְכַּוֵּן"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%91%D6%BC%D6%B0%D7%9E%D6%B4%D7%AA%D6%B0%D7%9B%D6%BC%D6%B7%D7%95%D6%BC%D6%B5%D7%9F-r>		<http://wordnet-rdf.princeton.edu/wn30/00062330-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%95%85%E6%84%8F-r>		"故意"@qcn	
"!רָצוּף"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%A8%D6%B8%D7%A6%D7%95%D6%BC%D7%A3-a>		<http://wordnet-rdf.princeton.edu/wn30/01667729-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%8E%A5%E9%80%A3-a>		"接連"@qcn	
"!רָצוּף"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%A8%D6%B8%D7%A6%D7%95%D6%BC%D7%A3-a>		<http://wordnet-rdf.princeton.edu/wn30/01667729-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%80%A3%E7%BA%8C-a>		"連續"@qcn	
"כַּרְטִיס"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9B%D6%BC%D6%B7%D7%A8%D6%B0%D7%98%D6%B4%D7%99%D7%A1-n>		<http://wordnet-rdf.princeton.edu/wn30/06518719-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%88%B8-n>		"券"@qcn	
"כַּרְטִיס"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9B%D6%BC%D6%B7%D7%A8%D6%B0%D7%98%D6%B4%D7%99%D7%A1-n>		<http://wordnet-rdf.princeton.edu/wn30/06518719-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%A5%A8-n>		"票"@qcn	
"מָתַח-בִּקֹּרֶת"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B8%D7%AA%D6%B7%D7%97-%D7%91%D6%BC%D6%B4%D7%A7%D6%BC%D6%B9%D7%A8%D6%B6%D7%AA-v>		<http://wordnet-rdf.princeton.edu/wn30/00826509-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%AA%AA%E8%A9%B1-v>		"說話"@qcn	
"מָתַח-בִּקֹּרֶת"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B8%D7%AA%D6%B7%D7%97-%D7%91%D6%BC%D6%B4%D7%A7%D6%BC%D6%B9%D7%A8%D6%B6%D7%AA-v>		<http://wordnet-rdf.princeton.edu/wn30/00826509-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%97%85-v>		"病"@qcn	
"מָתַח-בִּקֹּרֶת"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B8%D7%AA%D6%B7%D7%97-%D7%91%D6%BC%D6%B4%D7%A7%D6%BC%D6%B9%D7%A8%D6%B6%D7%AA-v>		<http://wordnet-rdf.princeton.edu/wn30/00826509-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%AC%9B%E8%A9%B1-v>		"講話"@qcn	
"מָתַח-בִּקֹּרֶת"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B8%D7%AA%D6%B7%D7%97-%D7%91%D6%BC%D6%B4%D7%A7%D6%BC%D6%B9%D7%A8%D6%B6%D7%AA-v>		<http://wordnet-rdf.princeton.edu/wn30/00826509-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%89%B9-v>		"批"@qcn	
"מָתַח-בִּקֹּרֶת"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B8%D7%AA%D6%B7%D7%97-%D7%91%D6%BC%D6%B4%D7%A7%D6%BC%D6%B9%D7%A8%D6%B6%D7%AA-v>		<http://wordnet-rdf.princeton.edu/wn30/00826509-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%B9%B9-v>		"幹"@qcn	
"צָעִיר"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A6%D6%B8%D7%A2%D6%B4%D7%99%D7%A8-n>		<http://wordnet-rdf.princeton.edu/wn30/01321579-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%BB%94-n>		"仔"@qcn	
"מַחְלָקָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B7%D7%97%D6%B0%D7%9C%D6%B8%D7%A7%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/08114861-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%82%A1-n>		"股"@qcn	
"מַחְלָקָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B7%D7%97%D6%B0%D7%9C%D6%B8%D7%A7%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/08103777-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%B1%A4-n>		"層"@qcn	
"בֵּית-מְגוּרִים"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%91%D6%BC%D6%B5%D7%99%D7%AA-%D7%9E%D6%B0%D7%92%D7%95%D6%BC%D7%A8%D6%B4%D7%99%D7%9D-n>		<http://wordnet-rdf.princeton.edu/wn30/03259505-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%BA%BA%E5%AE%B6-n>		"人家"@qcn	
"בֵּית-מְגוּרִים"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%91%D6%BC%D6%B5%D7%99%D7%AA-%D7%9E%D6%B0%D7%92%D7%95%D6%BC%D7%A8%D6%B4%D7%99%D7%9D-n>		<http://wordnet-rdf.princeton.edu/wn30/03259505-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%B1%85-n>		"居"@qcn	
"!עָתַר"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%A2%D6%B8%D7%AA%D6%B7%D7%A8-v>		<http://wordnet-rdf.princeton.edu/wn30/00754731-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%99%B3%E8%AB%8B-v>		"陳請"@qcn	
"סְטוּדֶנְט"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A1%D6%B0%D7%98%D7%95%D6%BC%D7%93%D6%B6%D7%A0%D6%B0%D7%98-n>		<http://wordnet-rdf.princeton.edu/wn30/10665698-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%AD%B8%E7%94%9F-n>		"學生"@qcn	
"כִּמְעַט"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9B%D6%BC%D6%B4%D7%9E%D6%B0%D7%A2%D6%B7%D7%98-r>		<http://wordnet-rdf.princeton.edu/wn30/00073033-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%BF%91-r>		"近"@qcn	
"כִּמְעַט"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9B%D6%BC%D6%B4%D7%9E%D6%B0%D7%A2%D6%B7%D7%98-r>		<http://wordnet-rdf.princeton.edu/wn30/00073033-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%B9%BE%E8%BF%91-r>		"幾近"@qcn	
"כִּמְעַט"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9B%D6%BC%D6%B4%D7%9E%D6%B0%D7%A2%D6%B7%D7%98-r>		<http://wordnet-rdf.princeton.edu/wn30/00073033-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%B9%BE-r>		"幾"@qcn	
"כִּמְעַט"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9B%D6%BC%D6%B4%D7%9E%D6%B0%D7%A2%D6%B7%D7%98-r>		<http://wordnet-rdf.princeton.edu/wn30/00073033-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%B9%BE%E4%B9%8E-r>		"幾乎"@qcn	
"כִּמְעַט"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9B%D6%BC%D6%B4%D7%9E%D6%B0%D7%A2%D6%B7%D7%98-r>		<http://wordnet-rdf.princeton.edu/wn30/00073033-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%B0%87%E8%BF%91-r>		"將近"@qcn	
"כִּמְעַט"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9B%D6%BC%D6%B4%D7%9E%D6%B0%D7%A2%D6%B7%D7%98-r>		<http://wordnet-rdf.princeton.edu/wn30/00073033-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%BF%AB-r>		"快"@qcn	
"כִּמְעַט"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9B%D6%BC%D6%B4%D7%9E%D6%B0%D7%A2%D6%B7%D7%98-r>		<http://wordnet-rdf.princeton.edu/wn30/00073033-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%BF%91%E4%B9%8E-r>		"近乎"@qcn	
"גְּבֶרֶת"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%92%D6%BC%D6%B0%D7%91%D6%B6%D7%A8%D6%B6%D7%AA-n>		<http://wordnet-rdf.princeton.edu/wn30/06341431-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%A4%AA%E5%A4%AA-n>		"太太"@qcn	
"פָזָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A4%D6%B8%D7%96%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/15290337-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%AD%A5-n>		"步"@qcn	
"שָׂפָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A9%D7%82%D6%B8%D7%A4%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/08565701-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%82%8A-n>		"邊"@qcn	
"שָׂפָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A9%D7%82%D6%B8%D7%A4%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/08565701-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%91%A8%E5%9C%8D-n>		"周圍"@qcn	
"מוּג-לֵב"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D7%95%D6%BC%D7%92-%D7%9C%D6%B5%D7%91-n>		<http://wordnet-rdf.princeton.edu/wn30/09614047-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%83%8F%E9%BE%9C-n>		"烏龜"@qcn	
"אֳנִיָּה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%90%D6%B3%D7%A0%D6%B4%D7%99%D6%BC%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/04194289-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%88%B9-n>		"船"@qcn	
"הִבְטִיחַ"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%91%D6%B0%D7%98%D6%B4%D7%99%D7%97%D6%B7-v>		<http://wordnet-rdf.princeton.edu/wn30/00890590-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%A2%BA%E4%BF%9D-v>		"確保"@qcn	
"הִבְטִיחַ"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%91%D6%B0%D7%98%D6%B4%D7%99%D7%97%D6%B7-v>		<http://wordnet-rdf.princeton.edu/wn30/00890590-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%8C%85-v>		"包"@qcn	
"הִבְטִיחַ"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%91%D6%B0%D7%98%D6%B4%D7%99%D7%97%D6%B7-v>		<http://wordnet-rdf.princeton.edu/wn30/00890590-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%A2%BA%E5%AE%9A-v>		"確定"@qcn	
"מָכַר-לוֹ-לוֹקְשִׁים"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B8%D7%9B%D6%B7%D7%A8-%D7%9C%D7%95%D6%B9-%D7%9C%D7%95%D6%B9%D7%A7%D6%B0%D7%A9%D7%81%D6%B4%D7%99%D7%9D-v>		<http://wordnet-rdf.princeton.edu/wn30/00854420-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%93%84-v>		"哄"@qcn	
"מָכַר-לוֹ-לוֹקְשִׁים"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B8%D7%9B%D6%B7%D7%A8-%D7%9C%D7%95%D6%B9-%D7%9C%D7%95%D6%B9%D7%A7%D6%B0%D7%A9%D7%81%D6%B4%D7%99%D7%9D-v>		<http://wordnet-rdf.princeton.edu/wn30/00854420-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%A8%99-v>		"騙"@qcn	
"מָכַר-לוֹ-לוֹקְשִׁים"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B8%D7%9B%D6%B7%D7%A8-%D7%9C%D7%95%D6%B9-%D7%9C%D7%95%D6%B9%D7%A7%D6%B0%D7%A9%D7%81%D6%B4%D7%99%D7%9D-v>		<http://wordnet-rdf.princeton.edu/wn30/00854420-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%9F%87-v>		"矇"@qcn	
"בֻּיַּת"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%91%D6%BC%D6%BB%D7%99%D6%BC%D6%B7%D7%AA-v>		<http://wordnet-rdf.princeton.edu/wn30/00302130-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%BC%8F-v>		"伏"@qcn	
"תּוֹךְ"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%AA%D6%BC%D7%95%D6%B9%D7%9A%D6%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/08588152-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%82%9A-n>		"肚"@qcn	
"תּוֹךְ"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%AA%D6%BC%D7%95%D6%B9%D7%9A%D6%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/08588152-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%B8%AD%E9%96%93-n>		"中間"@qcn	
"תּוֹךְ"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%AA%D6%BC%D7%95%D6%B9%D7%9A%D6%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/08588152-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%82%9A%E5%AD%90-n>		"肚子"@qcn	
"הַלְוָאָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B7%D7%9C%D6%B0%D7%95%D6%B8%D7%90%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/13398953-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%B2%B8%E6%AC%BE-n>		"貸款"@qcn	
"הַלְוָאָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B7%D7%9C%D6%B0%D7%95%D6%B8%D7%90%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/13398953-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%B2%B8-n>		"貸"@qcn	
"הִדְפִּיס"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%93%D6%B0%D7%A4%D6%BC%D6%B4%D7%99%D7%A1-v>		<http://wordnet-rdf.princeton.edu/wn30/01004692-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%95%B2-v>		"敲"@qcn	
"הִדְפִּיס"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%93%D6%B0%D7%A4%D6%BC%D6%B4%D7%99%D7%A1-v>		<http://wordnet-rdf.princeton.edu/wn30/01004692-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%89%93-v>		"打"@qcn	
"לִפְרָקִים"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9C%D6%B4%D7%A4%D6%B0%D7%A8%D6%B8%D7%A7%D6%B4%D7%99%D7%9D-r>		<http://wordnet-rdf.princeton.edu/wn30/00021878-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%9C%89%E6%99%82-r>		"有時"@qcn	
"כַּוָּנָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9B%D6%BC%D6%B7%D7%95%D6%BC%D6%B8%D7%A0%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/06601327-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%84%8F%E7%BE%A9-n>		"意義"@qcn	
"כַּוָּנָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9B%D6%BC%D6%B7%D7%95%D6%BC%D6%B8%D7%A0%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/05982152-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%84%8F%E5%9C%96-n>		"意圖"@qcn	
"כַּוָּנָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9B%D6%BC%D6%B7%D7%95%D6%BC%D6%B8%D7%A0%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/05982152-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%BC%81%E5%9C%96-n>		"企圖"@qcn	
"כִּשְׁכֵּשׁ"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9B%D6%BC%D6%B4%D7%A9%D7%81%D6%B0%D7%9B%D6%BC%D6%B5%D7%A9%D7%81-v>		<http://wordnet-rdf.princeton.edu/wn30/01898592-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%90%96%E6%93%BA-v>		"搖擺"@qcn	
"לְמַעְלָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9C%D6%B0%D7%9E%D6%B7%D7%A2%D6%B0%D7%9C%D6%B8%D7%94-r>		<http://wordnet-rdf.princeton.edu/wn30/00096333-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%B8%8A%E9%9D%A2-r>		"上面"@qcn	
"לְמַעְלָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9C%D6%B0%D7%9E%D6%B7%D7%A2%D6%B0%D7%9C%D6%B8%D7%94-r>		<http://wordnet-rdf.princeton.edu/wn30/00096333-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%B8%8A-r>		"上"@qcn	
"לְמַעְלָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9C%D6%B0%D7%9E%D6%B7%D7%A2%D6%B0%D7%9C%D6%B8%D7%94-r>		<http://wordnet-rdf.princeton.edu/wn30/00096333-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%B5%B7-r>		"起"@qcn	
"!מָהִיר"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%9E%D6%B8%D7%94%D6%B4%D7%99%D7%A8-a>		<http://wordnet-rdf.princeton.edu/wn30/00979697-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%80%A5-a>		"急"@qcn	
"!מָהִיר"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%9E%D6%B8%D7%94%D6%B4%D7%99%D7%A8-a>		<http://wordnet-rdf.princeton.edu/wn30/00979697-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%BF%80-a>		"激"@qcn	
"!מָהִיר"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%9E%D6%B8%D7%94%D6%B4%D7%99%D7%A8-a>		<http://wordnet-rdf.princeton.edu/wn30/00979697-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%BF%AB%E9%80%9F-a>		"快速"@qcn	
"רוֹמָן"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A8%D7%95%D6%B9%D7%9E%D6%B8%D7%9F-n>		<http://wordnet-rdf.princeton.edu/wn30/13931889-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%81%B7-n>		"偷"@qcn	
"אָמַן"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%90%D6%B8%D7%9E%D6%B7%D7%9F-v>		<http://wordnet-rdf.princeton.edu/wn30/02539788-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%A4%8A-v>		"養"@qcn	
"אָמַן"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%90%D6%B8%D7%9E%D6%B7%D7%9F-v>		<http://wordnet-rdf.princeton.edu/wn30/02539788-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%A4%B5-v>		"餵"@qcn	
"הָרוּס"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B8%D7%A8%D7%95%D6%BC%D7%A1-a>		<http://wordnet-rdf.princeton.edu/wn30/02433451-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%A1%B0%E7%AB%AD-a>		"衰竭"@qcn	
"נֶעֱלַם"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A0%D6%B6%D7%A2%D6%B1%D7%9C%D6%B7%D7%9D-v>		<http://wordnet-rdf.princeton.edu/wn30/00427397-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%80%80-v>		"退"@qcn	
"נֶעֱלַם"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A0%D6%B6%D7%A2%D6%B1%D7%9C%D6%B7%D7%9D-v>		<http://wordnet-rdf.princeton.edu/wn30/00427397-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%A4%B1-v>		"失"@qcn	
"נֶעֱלַם"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A0%D6%B6%D7%A2%D6%B1%D7%9C%D6%B7%D7%9D-v>		<http://wordnet-rdf.princeton.edu/wn30/02156546-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%80%9D-v>		"逝"@qcn	
"!חֲקִירָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%97%D6%B2%D7%A7%D6%B4%D7%99%D7%A8%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/07193596-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%95%8F%E9%A1%8C-n>		"問題"@qcn	
"בִּגּוּד"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%91%D6%BC%D6%B4%D7%92%D6%BC%D7%95%D6%BC%D7%93-n>		<http://wordnet-rdf.princeton.edu/wn30/03051540-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%A3%9D-n>		"裝"@qcn	
"בִּגּוּד"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%91%D6%BC%D6%B4%D7%92%D6%BC%D7%95%D6%BC%D7%93-n>		<http://wordnet-rdf.princeton.edu/wn30/03051540-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%A1%A3%E6%9C%8D-n>		"衣服"@qcn	
"בִּגּוּד"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%91%D6%BC%D6%B4%D7%92%D6%BC%D7%95%D6%BC%D7%93-n>		<http://wordnet-rdf.princeton.edu/wn30/03051540-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%9C%8D-n>		"服"@qcn	
"בָּהוּל"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%91%D6%BC%D6%B8%D7%94%D7%95%D6%BC%D7%9C-a>		<http://wordnet-rdf.princeton.edu/wn30/00713558-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%80%A5-a>		"急"@qcn	
"אָמִין"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%90%D6%B8%D7%9E%D6%B4%D7%99%D7%9F-a>		<http://wordnet-rdf.princeton.edu/wn30/00724081-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%89%A2-a>		"牢"@qcn	
